,이재명,김문수,이준석
이재명,0.9999999999999982,0.8461294322306518,0.8419862168032444
김문수,0.8461294322306518,1.0000000000000004,0.9059880166002177
이준석,0.8419862168032444,0.9059880166002177,0.9999999999999974
